Message,Id,Version,Qualifiers,Level,Task,Opcode,Keywords,RecordId,ProviderName,ProviderId,LogName,ProcessId,ThreadId,MachineName,UserId,TimeCreated,ActivityId,RelatedActivityId,ContainerLog,MatchedQueryIds,Bookmark,LevelDisplayName,OpcodeDisplayName,TaskDisplayName,KeywordsDisplayNames,Properties
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652647,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,8728,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652646,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,8728,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652645,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652644,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652643,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652642,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652641,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652640,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652639,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652638,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652637,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652636,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652635,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652634,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652633,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652632,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652631,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652630,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652629,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652628,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652627,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652626,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652625,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652624,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652623,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652622,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652621,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652620,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652619,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652618,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Read Credential

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652617,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652616,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652615,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-526676626-1424332610-3041271291-1001
	Account Name:		palla
	Account Domain:		PALLAVI
	Logon ID:		0x9FD690A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.",5379,0,,0,13824,0,-9.21436E+18,652614,Microsoft-Windows-Security-Auditing,54849625-5478-4994-a5ba-3e3b0328c30d,Security,1044,1100,Pallavi,,8/22/2025 10:27,c4ca9b73-111d-0000-28a7-cac41d11dc01,,d:\loganalyzerproject\data\security.evtx,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Log Always,?E?,User Account Management,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
